Name;Rating;Reviews;Size;Price;Restriction;Category;Genres;Last Updated;Age;Nationality;Gender
Camera51 - a smarter camera;4;29707;18M;0;Everyone;PHOTOGRAPHY;Photography;February 10, 2015;50;SGP;FEMALE
InstaCam - Camera for Selfie;4;15098;10.0M;0;Everyone;PHOTOGRAPHY;Photography;March 3, 2017;84;GER;MALE
Phogy;4;35724;9.9M;0;Everyone;PHOTOGRAPHY;Photography;February 11, 2015;94;FRA;OTHER
Sweet Camera;4.4;71898;23M;0;Everyone;PHOTOGRAPHY;Photography;October 10, 2017;31;ITA;FEMALE
Camera360: Selfie Photo Editor with Funny Sticker;4.3;4865093;51M;0;Everyone;PHOTOGRAPHY;Photography;August 6, 2018;49;CZE;OTHER
RetroSelfie - Selfie Editor;4.1;106080;35M;0;Everyone;PHOTOGRAPHY;Photography;June 27, 2018;65;CZE;OTHER
Mega Photo;4.2;44941;16M;0;Everyone;PHOTOGRAPHY;Photography;October 19, 2016;82;ESP;OTHER
Blur Image Background;3.9;129272;11M;0;Everyone;PHOTOGRAPHY;Photography;July 30, 2018;84;FRA;FEMALE
MIX by Camera360;4.4;111066;74M;0;Everyone;PHOTOGRAPHY;Photography;August 3, 2018;73;ESP;OTHER
Facetune - For Free;4.4;49553;48M;$5.99;Everyone;PHOTOGRAPHY;Photography;July 25, 2018;79;PRT;OTHER
Google Photos;4.5;10859051;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;August 6, 2018;92;FRA;FEMALE
Muzy - Share photos & collages;4.4;70189;13M;0;Teen;PHOTOGRAPHY;Photography;August 11, 2015;34;EST;MALE
QuickPic - Photo Gallery with Google Drive Support;4.6;847159;4.2M;0;Everyone;PHOTOGRAPHY;Photography;November 10, 2017;61;FRA;OTHER
Flickr;4.3;251951;16M;0;Mature;PHOTOGRAPHY;Photography;July 11, 2018;15;ESP;MALE
Shutterfly: Free Prints;4.6;98716;59M;0;Everyone;PHOTOGRAPHY;Photography;August 1, 2018;52;PRT;OTHER
SuperPhoto - Effects & Filters;4.1;43296;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;September 20, 2017;52;PRT;MALE
Camera FV-5 Lite;4;130081;5.6M;0;Everyone;PHOTOGRAPHY;Photography;November 10, 2017;46;SGP;MALE
HD Camera Ultra;4.3;462152;1.5M;0;Everyone;PHOTOGRAPHY;Photography;October 17, 2015;72;ITA;OTHER
Cameringo Lite. Filters Camera;4.2;140917;5.7M;0;Everyone;PHOTOGRAPHY;Photography;June 11, 2018;70;EST;MALE
Camera ZOOM FX - FREE;4;88860;6.1M;0;Everyone;PHOTOGRAPHY;Photography;April 6, 2017;53;RUS;FEMALE
HD Camera Pro for Android;4.1;49211;1.9M;0;Everyone;PHOTOGRAPHY;Photography;January 19, 2017;1;FRA;MALE
HD Camera for Android;4.1;351254;4.0M;0;Everyone;PHOTOGRAPHY;Photography;June 29, 2018;79;RUS;MALE
GoPro (formerly Capture);4;157506;47M;0;Everyone;PHOTOGRAPHY;Photography;May 24, 2018;27;ITA;OTHER
Photo Editor Pro;4.3;1871416;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;December 21, 2017;79;CZE;FEMALE
Open Camera;4.3;116880;2.0M;0;Everyone;PHOTOGRAPHY;Photography;April 23, 2018;5;ITA;OTHER
Camera for Android;4.2;240475;9.5M;0;Everyone;PHOTOGRAPHY;Photography;November 22, 2017;37;ESP;FEMALE
Beauty Makeup Snappy Collage Photo Editor - Lidow;4.5;420973;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;August 2, 2018;13;CZE;MALE
Samsung SMART CAMERA App;4;34753;22M;0;Everyone;PHOTOGRAPHY;Photography;July 3, 2018;10;PRT;FEMALE
Square InPic - Photo Editor & Collage Maker;4.4;635846;14M;0;Everyone;PHOTOGRAPHY;Photography;May 23, 2018;72;SGP;OTHER
High-Speed Camera (GIF;4.1;78140;10M;0;Everyone;PHOTOGRAPHY;Photography;February 11, 2018;43;EST;FEMALE
Cymera Camera- Photo Editor;4.4;2418135;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 12, 2018;51;FRA;FEMALE
Camera MX - Free Photo & Video Camera;4.3;244371;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 5, 2018;19;SGP;MALE
Lapse It • Time Lapse • Pro;4.3;12865;6.9M;$2.99;Everyone;PHOTOGRAPHY;Photography;November 6, 2014;45;FRA;MALE
EyeEm - Camera & Photo Filter;4.2;215343;44M;0;Everyone;PHOTOGRAPHY;Photography;July 14, 2018;61;USA;FEMALE
Retrica;4.3;6120977;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;June 28, 2018;12;ITA;MALE
Candy Camera - selfie;4.4;3368646;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 16, 2018;55;PRT;FEMALE
VSCO;4.4;753115;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;August 3, 2018;34;PRT;FEMALE
Camera360: Selfie Photo Editor with Funny Sticker;4.3;4865107;51M;0;Everyone;PHOTOGRAPHY;Photography;August 6, 2018;90;GER;FEMALE
Facetune - For Free;4.4;49553;48M;$5.99;Everyone;PHOTOGRAPHY;Photography;July 25, 2018;80;GER;FEMALE
Camera FV-5;3.8;16320;Varies with device;$3.95;Everyone;PHOTOGRAPHY;Photography;November 10, 2017;1;PRT;FEMALE
PhotoWonder: Pro Beauty Photo Editor Collage Maker;4.4;852649;43M;0;Teen;PHOTOGRAPHY;Photography;June 26, 2018;36;CZE;MALE
Photo Effects Pro;4.4;1494491;21M;0;Everyone;PHOTOGRAPHY;Photography;March 21, 2017;26;CZE;OTHER
Photo Editor Selfie Camera Filter & Mirror Image;4.3;527248;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;February 1, 2018;23;CZE;OTHER
No Crop & Square for Instagram;4.6;819774;25M;0;Everyone;PHOTOGRAPHY;Photography;June 26, 2018;82;EST;MALE
Picture Grid Builder;4;33439;3.9M;0;Everyone;PHOTOGRAPHY;Photography;July 18, 2016;69;ITA;FEMALE
HD Camera for Android;4.1;351255;4.0M;0;Everyone;PHOTOGRAPHY;Photography;June 29, 2018;25;FRA;FEMALE
Photo Studio;4.2;477831;51M;0;Everyone;PHOTOGRAPHY;Photography;July 28, 2018;40;RUS;OTHER
Photo Editor Pro;4.3;1871421;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;December 21, 2017;17;ITA;MALE
YouCam Makeup - Magic Selfie Makeovers;4.6;3337952;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;August 6, 2018;86;PRT;MALE
FilterGrid - Cam&Photo Editor;4.6;126337;9.6M;0;Everyone;PHOTOGRAPHY;Photography;March 15, 2017;39;EST;MALE
Photo Editor-;4.3;68071;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;May 5, 2018;77;EST;OTHER
Camera for Android;4.2;240475;9.5M;0;Everyone;PHOTOGRAPHY;Photography;November 22, 2017;78;ESP;FEMALE
Mirror Photo:Editor Collage (HD);4.1;373606;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;March 27, 2018;68;ITA;FEMALE
Pic Stitch - #1 Collage Maker;4.2;15426;50M;0;Everyone;PHOTOGRAPHY;Photography;July 24, 2018;37;EST;FEMALE
PhotoDirector Photo Editor App;4.6;714340;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 28, 2018;0;FRA;MALE
Pic Collage - Photo Editor;4.6;1451000;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 19, 2018;7;CZE;FEMALE
Photo Editor by Aviary;4.4;1490732;21M;0;Everyone;PHOTOGRAPHY;Photography;July 19, 2018;86;USA;MALE
Video Editor Music;4.7;2163282;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 10, 2018;59;ITA;OTHER
Pixlr – Free Photo Editor;4.4;1163232;31M;0;Everyone;PHOTOGRAPHY;Photography;July 20, 2018;78;GER;FEMALE
Photo Editor;4.1;114680;27M;0;Everyone;PHOTOGRAPHY;Photography;February 15, 2018;92;SGP;OTHER
Photo Collage Maker;4.3;751766;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;May 10, 2018;21;PRT;OTHER
Cymera Camera- Photo Editor;4.4;2418158;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 12, 2018;17;ESP;OTHER
Adobe Photoshop Express:Photo Editor Collage Maker;4.2;914917;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 22, 2018;36;GBR;FEMALE
BeautyPlus - Easy Photo Editor & Selfie Camera;4.4;3158151;53M;0;Everyone;PHOTOGRAPHY;Photography;July 31, 2018;79;GER;FEMALE
PicsArt Photo Studio: Collage Maker & Pic Editor;4.5;7594559;34M;0;Teen;PHOTOGRAPHY;Photography;August 6, 2018;15;GER;MALE
Photo Collage Editor;4.2;1028637;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;December 21, 2017;12;RUS;MALE
Color Touch Effects;3.8;167652;12M;0;Everyone;PHOTOGRAPHY;Photography;April 23, 2018;15;FRA;MALE
InstaSize Photo Filters & Collage Editor;4.3;811714;50M;0;Everyone;PHOTOGRAPHY;Photography;August 2, 2018;82;RUS;MALE
Z Camera - Photo Editor;4.4;1075277;47M;0;Mature;PHOTOGRAPHY;Photography;August 3, 2018;2;GBR;OTHER
PhotoGrid: Video & Pic Collage Maker;4.6;7529865;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;August 6, 2018;13;RUS;FEMALE
Candy Camera - selfie;4.4;3368705;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 16, 2018;40;ITA;OTHER
YouCam Perfect - Selfie Photo Editor;4.5;1579343;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 25, 2018;12;ITA;OTHER
Pixgram- video photo slideshow;4.2;93726;9.2M;0;Everyone;PHOTOGRAPHY;Photography;July 8, 2018;74;ITA;OTHER
Fotor Photo Editor - Photo Collage & Photo Effects;4.5;597068;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;July 9, 2018;7;ITA;MALE
Snapseed;4.5;823109;Varies with device;0;Everyone;PHOTOGRAPHY;Photography;June 29, 2018;38;ESP;OTHER
Camera360: Selfie Photo Editor with Funny Sticker;4.3;4865132;51M;0;Everyone;PHOTOGRAPHY;Photography;August 6, 2018;56;SGP;MALE
Facetune - For Free;4.4;49553;48M;$5.99;Everyone;PHOTOGRAPHY;Photography;July 25, 2018;17;EST;MALE
Font Studio- Photo Texts Image;4.2;197295;24M;0;Everyone;PHOTOGRAPHY;Photography;June 23, 2017;80;ESP;FEMALE
Add Text To Photo;4.1;21578;1.6M;0;Everyone;PHOTOGRAPHY;Photography;September 8, 2017;62;CZE;OTHER
Phonto - Text on Photos;4.3;307453;17M;0;Everyone;PHOTOGRAPHY;Photography;October 26, 2017;5;GER;OTHER
Collage&Add Stickers papelook;4;32896;31M;0;Everyone;PHOTOGRAPHY;Photography;March 14, 2018;73;USA;OTHER
Shutterfly: Free Prints;4.6;98717;59M;0;Everyone;PHOTOGRAPHY;Photography;August 1, 2018;39;USA;OTHER
Photo Collage - InstaMag;4.3;542561;46M;0;Everyone;PHOTOGRAPHY;Photography;January 2, 2018;3;GER;MALE
BeautyPlus - Easy Photo Editor & Selfie Camera;4.4;3158151;53M;0;Everyone;PHOTOGRAPHY;Photography;July 31, 2018;65;USA;OTHER
Meitu – Beauty Cam;4.5;462702;45M;0;Everyone;PHOTOGRAPHY;Photography;August 1, 2018;42;ITA;MALE
ESPN;4.2;521138;Varies with device;0;Everyone;SPORTS;Sports;July 19, 2018;9;PRT;FEMALE
Free Sports TV;4.3;1802;9.8M;0;Everyone;SPORTS;Sports;June 21, 2018;65;SGP;OTHER
LiveScore: Live Sport Updates;4.4;283662;Varies with device;0;Everyone;SPORTS;Sports;June 15, 2018;54;GBR;MALE
MLB At Bat;4.2;82882;Varies with device;0;Everyone;SPORTS;Sports;July 30, 2018;6;ESP;FEMALE
NFL;4.1;459795;Varies with device;0;Everyone;SPORTS;Sports;August 2, 2018;66;SGP;FEMALE
theScore: Live Sports Scores;4.4;133825;34M;0;Everyone;SPORTS;Sports;July 25, 2018;84;USA;MALE
Onefootball - Soccer Scores;4.7;911995;20M;0;Everyone;SPORTS;Sports;August 1, 2018;9;EST;OTHER
Cristiano Ronaldo Wallpaper;4.6;1733;19M;0;Everyone;SPORTS;Sports;July 17, 2018;29;ESP;OTHER
FIFA - Tournaments;4.2;342909;6.0M;0;Everyone;SPORTS;Sports;August 3, 2018;73;GER;OTHER
Futbol24;4.3;31908;Varies with device;0;Everyone;SPORTS;Sports;September 27, 2017;87;GBR;OTHER
kicker football news;4.3;56270;15M;0;Everyone;SPORTS;Sports;August 3, 2018;55;GER;MALE
Football Live Scores;4.5;107724;6.5M;0;Everyone;SPORTS;Sports;July 31, 2018;6;RUS;OTHER
Pro 2018 - Series A and B;4.6;101455;6.2M;0;Everyone;SPORTS;Sports;August 3, 2018;43;GER;OTHER
BeSoccer - Soccer Live Score;4.5;152780;Varies with device;0;Everyone;SPORTS;Sports;July 18, 2018;48;PRT;MALE
Sport.pl LIVE;4.4;21733;Varies with device;0;Mature;SPORTS;Sports;June 29, 2018;29;GER;MALE
FotMob - Live Soccer Scores;4.7;410384;Varies with device;0;Everyone;SPORTS;Sports;July 31, 2018;14;ITA;OTHER
Yahoo Fantasy Sports - #1 Rated Fantasy App;4.2;277902;Varies with device;0;Mature;SPORTS;Sports;August 2, 2018;82;GER;MALE
CBS Sports App - Scores;4.3;91031;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;40;PRT;FEMALE
The Team - Live Sport: football;4.2;112725;Varies with device;0;Everyone;SPORTS;Sports;July 31, 2018;10;EST;FEMALE
MARCA - Sports Leader Diary;3.9;76346;14M;0;Everyone;SPORTS;Sports;July 25, 2018;30;RUS;OTHER
Sahadan Live Scores;3.9;63938;Varies with device;0;Everyone;SPORTS;Sports;August 6, 2018;82;GER;MALE
BBC Sport;4.2;18678;Varies with device;0;Everyone;SPORTS;Sports;April 25, 2018;3;CZE;MALE
Foot Mercato: transfers;4.3;39878;6.1M;0;Everyone;SPORTS;Sports;July 28, 2018;45;RUS;OTHER
All Football - Latest News & Videos;4.6;152867;17M;0;Everyone;SPORTS;Sports;August 3, 2018;41;RUS;OTHER
Premier League - Official App;4.3;63580;24M;0;Everyone;SPORTS;Sports;July 20, 2018;37;CZE;OTHER
Eurosport;4;121003;Varies with device;0;Everyone;SPORTS;Sports;August 6, 2018;58;FRA;MALE
beIN SPORTS TR;4;135763;13M;0;Everyone;SPORTS;Sports;August 2, 2018;63;GER;FEMALE
ESPN Fantasy Sports;4;176448;10M;0;Everyone;SPORTS;Sports;November 21, 2017;67;CZE;OTHER
All Football GO- Live Score;4.6;1981;10M;0;Everyone;SPORTS;Sports;June 21, 2018;90;ESP;MALE
Top Mercato: football news;4.3;16016;6.9M;0;Everyone;SPORTS;Sports;January 7, 2016;4;PRT;FEMALE
GollerCepte Live Score;4.2;9992;31M;0;Everyone;SPORTS;Sports;May 23, 2018;41;USA;FEMALE
Championat;4.3;36490;Varies with device;0;Everyone;SPORTS;Sports;July 25, 2018;61;EST;FEMALE
Bleacher Report: sports news;4.4;122282;Varies with device;0;Everyone;SPORTS;Sports;July 20, 2018;2;GER;OTHER
Hovercraft Racer;4;218;28M;0;Everyone;SPORTS;Sports;July 19, 2018;72;GBR;FEMALE
World Cup 2018;4.6;4011;2.6M;0;Teen;SPORTS;Sports;July 1, 2018;53;SGP;MALE
GollerCepte 1903;4.7;25172;30M;0;Everyone;SPORTS;Sports;May 23, 2018;46;USA;FEMALE
League18;4.3;14123;13M;0;Everyone;SPORTS;Sports;August 1, 2018;58;PRT;FEMALE
Speed Boat Racing;4;2487;27M;0;Everyone;SPORTS;Sports;August 3, 2018;41;ITA;FEMALE
La Liga - Spanish Soccer League Official;4.5;180938;29M;0;Everyone;SPORTS;Sports;July 24, 2018;85;PRT;MALE
Lionel Messi Wallpapers;4.7;950;18M;0;Everyone;SPORTS;Sports;July 17, 2018;11;USA;OTHER
Goal Live Scores;4.4;232423;35M;0;Everyone;SPORTS;Sports;June 11, 2018;31;PRT;MALE
The 5th Stand;4.8;1664;17M;0;Everyone;SPORTS;Sports;July 31, 2018;0;EST;FEMALE
NUsport;3.3;1391;Varies with device;0;Everyone;SPORTS;Sports;May 4, 2018;73;CZE;OTHER
U + professional baseball;4.3;2486;18M;0;Everyone;SPORTS;Sports;July 30, 2018;30;RUS;MALE
Mackolik Live Results;3.9;188834;Varies with device;0;Everyone;SPORTS;Sports;July 24, 2018;28;SGP;FEMALE
Mercato foot by Maxifoot;4.4;697;3.0M;0;Everyone;SPORTS;Sports;March 16, 2017;91;ESP;MALE
MLB Ballpark;3.9;5510;32M;0;Everyone;SPORTS;Sports;July 16, 2018;19;ESP;OTHER
MUTV - Manchester United TV;4.4;4549;24M;0;Everyone;SPORTS;Sports;August 1, 2018;77;EST;FEMALE
CBS Sports App - Scores;4.3;91031;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;23;GER;MALE
Hole19: Golf GPS App;4.4;6106;Varies with device;0;Everyone;SPORTS;Sports;August 1, 2018;49;ESP;OTHER
Yahoo Fantasy Sports - #1 Rated Fantasy App;4.2;277900;Varies with device;0;Mature;SPORTS;Sports;August 2, 2018;65;CZE;FEMALE
ESPN;4.2;521138;Varies with device;0;Everyone;SPORTS;Sports;July 19, 2018;53;CZE;FEMALE
NFL;4.1;459795;Varies with device;0;Everyone;SPORTS;Sports;August 2, 2018;1;SGP;FEMALE
Bleacher Report: sports news;4.4;122282;Varies with device;0;Everyone;SPORTS;Sports;July 20, 2018;67;RUS;OTHER
ESPN Fantasy Sports;4;176448;10M;0;Everyone;SPORTS;Sports;November 21, 2017;49;FRA;MALE
theScore: Live Sports Scores;4.4;133825;34M;0;Everyone;SPORTS;Sports;July 25, 2018;43;RUS;OTHER
CBS Sports App - Scores;4.3;91031;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;86;GBR;FEMALE
WatchESPN;4.1;288809;6.6M;0;Everyone;SPORTS;Sports;September 27, 2017;48;SGP;MALE
CBS Sports Fantasy;4;43611;27M;0;Everyone;SPORTS;Sports;June 27, 2018;43;ESP;OTHER
ESPN;4.2;521138;Varies with device;0;Everyone;SPORTS;Sports;July 19, 2018;87;GER;MALE
MLB At Bat;4.2;82882;Varies with device;0;Everyone;SPORTS;Sports;July 30, 2018;95;ITA;OTHER
CBS Sports App - Scores;4.3;91031;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;19;FRA;OTHER
NBC Sports;3.1;78442;25M;0;Everyone;SPORTS;Sports;June 22, 2018;86;EST;FEMALE
WatchESPN;4.1;288809;6.6M;0;Everyone;SPORTS;Sports;September 27, 2017;96;ITA;FEMALE
NBC Sports Gold;2.9;3017;24M;0;Everyone;SPORTS;Sports;July 2, 2018;68;USA;FEMALE
UFC;4;30840;Varies with device;0;Teen;SPORTS;Sports;May 22, 2018;55;EST;FEMALE
Telemundo Deportes - Live;4.5;36255;25M;0;Everyone;SPORTS;Sports;August 1, 2018;20;GBR;OTHER
SwingAid - Level up Golf;4.3;752;33M;0;Everyone;SPORTS;Sports;July 10, 2018;97;EST;OTHER
Golf Channel;4.1;19230;88M;0;Everyone;SPORTS;Sports;May 30, 2018;59;USA;OTHER
The Rules of Golf;4.3;926;9.3M;0;Everyone;SPORTS;Sports;January 17, 2018;94;PRT;FEMALE
GolfNow: Tee Time Deals at Golf Courses;4.5;26102;Varies with device;0;Everyone;SPORTS;Sports;May 3, 2018;74;RUS;OTHER
Golf GPS by SwingxSwing;4.6;37167;Varies with device;0;Everyone;SPORTS;Sports;July 30, 2018;1;FRA;MALE
Zepp Golf Swing Analyzer;4.4;2020;84M;0;Everyone;SPORTS;Sports;May 24, 2018;19;RUS;MALE
Live Golf Scores - US & European Golf;4.2;798;4.7M;0;Everyone;SPORTS;Sports;August 1, 2018;62;ITA;FEMALE
Golfshot: Golf GPS + Tee Times;4.3;7543;25M;0;Everyone;SPORTS;Sports;July 11, 2018;16;PRT;MALE
PGA TOUR LIVE;3.4;1845;12M;0;Everyone;SPORTS;Sports;June 7, 2017;85;USA;FEMALE
Golf GPS Rangefinder: Golf Pad;4.6;13098;Varies with device;0;Everyone;SPORTS;Sports;July 28, 2018;91;PRT;OTHER
Mobitee GPS Golf Free;4.2;1904;9.9M;0;Everyone;SPORTS;Sports;June 11, 2018;1;GBR;MALE
Hole19: Golf GPS App;4.4;6106;Varies with device;0;Everyone;SPORTS;Sports;August 1, 2018;89;GER;MALE
GolfLogix GPS + Putt Breaks;4;11085;61M;0;Everyone;SPORTS;Sports;June 21, 2018;2;SGP;MALE
Golfshot Plus: Golf GPS;4.1;3387;25M;$29.99;Everyone;SPORTS;Sports;July 11, 2018;68;FRA;OTHER
PGA TOUR;4;11151;52M;0;Everyone;SPORTS;Sports;June 27, 2018;48;ITA;MALE
FanDuel: Daily Fantasy Sports;4.6;29673;57M;0;Mature;SPORTS;Sports;August 6, 2018;3;SGP;FEMALE
Yahoo Fantasy Sports - #1 Rated Fantasy App;4.2;277904;Varies with device;0;Mature;SPORTS;Sports;August 2, 2018;32;GER;OTHER
DraftKings - Daily Fantasy Sports;4.5;50017;41M;0;Adult;SPORTS;Sports;July 24, 2018;68;RUS;MALE
Fantasy Football Manager (FPL);4.4;63650;4.6M;0;Everyone;SPORTS;Sports;August 3, 2018;33;SGP;OTHER
ESPN Fantasy Sports;4;176450;10M;0;Everyone;SPORTS;Sports;November 21, 2017;93;ITA;FEMALE
Fantasy Football;3.5;50179;23M;0;Everyone;SPORTS;Sports;August 2, 2018;41;PRT;OTHER
CBS Sports Fantasy;4;43611;27M;0;Everyone;SPORTS;Sports;June 27, 2018;92;CZE;MALE
ESPN;4.2;521140;Varies with device;0;Everyone;SPORTS;Sports;July 19, 2018;75;SGP;FEMALE
US Open Tennis Championships 2018;4;9971;33M;0;Everyone;SPORTS;Sports;June 5, 2018;94;FRA;OTHER
Bleacher Report: sports news & highlights;4.4;5,000,000+;50M;0;Everyone;SPORTS;Sports;June 5, 2018;81;GER;OTHER
Live Tennis Rankings / LTR;4.8;1660;4.7M;0;Everyone;SPORTS;Sports;June 5, 2018;71;ITA;FEMALE
Tennis Livescore Widget;4.1;361;2.2M;0;Everyone;SPORTS;Sports;October 13, 2016;51;ITA;OTHER
Tennis Temple - Live Scores;4.6;5305;Varies with device;0;Everyone;SPORTS;Sports;May 18, 2018;37;SGP;MALE
The Championships;4.3;24082;95M;0;Everyone;SPORTS;Sports;July 4, 2018;94;GBR;MALE
theScore: Live Sports Scores;4.4;133833;34M;0;Everyone;SPORTS;Sports;July 25, 2018;42;CZE;MALE
CBS Sports App - Scores;4.3;91033;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;88;PRT;MALE
Tennis 24 - tennis live scores;4.6;990;9.4M;0;Everyone;SPORTS;Sports;July 18, 2018;27;PRT;MALE
Yahoo Sports - scores;4.5;32386;19M;0;Everyone;SPORTS;Sports;August 1, 2018;28;FRA;MALE
Tennis News and Scores;4.3;101;3.9M;0;Everyone;SPORTS;Sports;July 15, 2018;20;USA;OTHER
ESPN;4.2;521140;Varies with device;0;Everyone;SPORTS;Sports;July 19, 2018;80;ITA;FEMALE
Bleacher Report: sports news;4.4;122283;Varies with device;0;Everyone;SPORTS;Sports;July 20, 2018;65;CZE;MALE
MLB At Bat;4.2;82883;Varies with device;0;Everyone;SPORTS;Sports;July 30, 2018;6;RUS;MALE
theScore: Live Sports Scores;4.4;133833;34M;0;Everyone;SPORTS;Sports;July 25, 2018;78;RUS;MALE
CBS Sports App - Scores;4.3;91033;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;30;FRA;FEMALE
MSN Sports - Scores & Schedule;4.5;35394;21M;0;Everyone;SPORTS;Sports;July 5, 2018;11;GBR;FEMALE
Yahoo Sports - scores;4.5;32386;19M;0;Everyone;SPORTS;Sports;August 1, 2018;27;RUS;MALE
WatchESPN;4.1;288809;6.6M;0;Everyone;SPORTS;Sports;September 27, 2017;43;RUS;FEMALE
FOX Sports: Live Streaming;4;28895;82M;0;Everyone;SPORTS;Sports;August 2, 2018;91;ITA;MALE
FotMob - Live Soccer Scores;4.7;410395;Varies with device;0;Everyone;SPORTS;Sports;July 31, 2018;55;ESP;OTHER
Sports Alerts - NFL edition;4.6;11549;Varies with device;0;Everyone;SPORTS;Sports;July 7, 2018;35;GBR;OTHER
Yahoo Fantasy Sports - #1 Rated Fantasy App;4.2;277904;Varies with device;0;Mature;SPORTS;Sports;August 2, 2018;26;CZE;MALE
ESPN;4.2;521140;Varies with device;0;Everyone;SPORTS;Sports;July 19, 2018;40;GER;FEMALE
NCAA March Madness Live;4.1;34123;19M;0;Everyone;SPORTS;Sports;March 30, 2018;33;PRT;MALE
NFL;4.1;459797;Varies with device;0;Everyone;SPORTS;Sports;August 2, 2018;58;GBR;MALE
SportsManias Fantasy Team News;3.5;4057;26M;0;Everyone;SPORTS;Sports;May 10, 2018;4;SGP;FEMALE
Thuuz Sports;4.5;5517;5.2M;0;Everyone;SPORTS;Sports;April 3, 2018;80;GBR;FEMALE
NCAA Sports;3.9;4272;16M;0;Everyone;SPORTS;Sports;April 23, 2018;98;PRT;OTHER
850 Sports News Digest;4.6;539;Varies with device;0;Everyone;SPORTS;Sports;August 23, 2016;42;RUS;MALE
US Open Tennis Championships 2018;4;9971;33M;0;Everyone;SPORTS;Sports;June 5, 2018;57;FRA;MALE
Bleacher Report: sports news;4.4;122283;Varies with device;0;Everyone;SPORTS;Sports;July 20, 2018;34;PRT;OTHER
MLB At Bat;4.2;82883;Varies with device;0;Everyone;SPORTS;Sports;July 30, 2018;60;ITA;MALE
FIFA - Tournaments;4.2;342912;6.0M;0;Everyone;SPORTS;Sports;August 3, 2018;46;CZE;FEMALE
365Scores - Live Scores;4.6;666521;25M;0;Everyone;SPORTS;Sports;July 29, 2018;16;EST;FEMALE
Cricbuzz - Live Cricket Scores & News;4.5;838765;Varies with device;0;Everyone;SPORTS;Sports;May 18, 2018;85;ESP;OTHER
theScore: Live Sports Scores;4.4;133833;34M;0;Everyone;SPORTS;Sports;July 25, 2018;72;EST;MALE
Fantasy Football & NFL News;4.5;2943;8.1M;0;Everyone;SPORTS;Sports;May 15, 2018;11;FRA;OTHER
NBA;4.4;108318;35M;0;Everyone;SPORTS;Sports;July 9, 2018;83;ITA;FEMALE
Golfshot: Golf GPS + Tee Times;4.3;7543;25M;0;Everyone;SPORTS;Sports;July 11, 2018;83;RUS;OTHER
BBC Sport;4.2;18679;Varies with device;0;Everyone;SPORTS;Sports;April 25, 2018;23;SGP;FEMALE
CBS Sports App - Scores;4.3;91033;Varies with device;0;Everyone;SPORTS;Sports;August 4, 2018;90;FRA;OTHER
Yahoo Sports - scores;4.5;32386;19M;0;Everyone;SPORTS;Sports;August 1, 2018;67;SGP;OTHER
NHL;4;68935;48M;0;Everyone;SPORTS;Sports;June 27, 2018;51;FRA;FEMALE
NASCAR MOBILE;4.2;80900;21M;0;Everyone;SPORTS;Sports;July 25, 2018;25;PRT;MALE
WatchESPN;4.1;288809;6.6M;0;Everyone;SPORTS;Sports;September 27, 2017;54;GBR;MALE
MLB Ballpark;3.9;5511;32M;0;Everyone;SPORTS;Sports;July 16, 2018;92;ITA;MALE
Univision Deportes: Liga MX;4.2;75545;Varies with device;0;Everyone;SPORTS;Sports;July 23, 2018;3;ITA;FEMALE
FOX Sports: Live Streaming;4;28895;82M;0;Teen;SPORTS;Sports;August 2, 2018;96;SGP;OTHER
Fantasy Football;3.5;50179;23M;0;Everyone;SPORTS;Sports;August 2, 2018;42;EST;OTHER
PGA TOUR;4;11151;52M;0;Everyone;SPORTS;Sports;June 27, 2018;45;EST;OTHER
